professor_id,professor_name,min_load,max_load,department,seniority,research_tags,priority_mode
P117,Stress Lecturer Pool 063,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P118,Stress Lecturer Pool 064,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P119,Stress Lecturer Pool 065,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P120,Stress Lecturer Pool 066,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P121,Stress Lecturer Pool 067,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P122,Stress Lecturer Pool 068,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P123,Stress Lecturer Pool 069,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P124,Stress Lecturer Pool 070,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P125,Stress Lecturer Pool 071,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P126,Stress Lecturer Pool 072,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P127,Stress Lecturer Pool 073,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P128,Stress Lecturer Pool 074,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P129,Stress Lecturer Pool 075,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P130,Stress Lecturer Pool 076,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P131,Stress Lecturer Pool 077,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P132,Stress Lecturer Pool 078,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P133,Stress Lecturer Pool 079,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P134,Stress Lecturer Pool 080,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P135,Stress Lecturer Pool 081,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P136,Stress Lecturer Pool 082,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P137,Stress Lecturer Pool 083,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P138,Stress Lecturer Pool 084,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P139,Stress Lecturer Pool 085,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P140,Stress Lecturer Pool 086,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P141,Stress Lecturer Pool 087,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P142,Stress Lecturer Pool 088,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P143,Stress Lecturer Pool 089,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P144,Stress Lecturer Pool 090,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P145,Stress Lecturer Pool 091,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P146,Stress Lecturer Pool 092,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P147,Stress Lecturer Pool 093,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P148,Stress Lecturer Pool 094,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P149,Stress Lecturer Pool 095,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P150,Stress Lecturer Pool 096,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P151,Stress Lecturer Pool 097,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P152,Stress Lecturer Pool 098,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P153,Stress Lecturer Pool 099,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P154,Stress Lecturer Pool 100,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P155,Stress Lecturer Pool 101,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P156,Stress Lecturer Pool 102,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P157,Stress Lecturer Pool 103,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P158,Stress Lecturer Pool 104,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P159,Stress Lecturer Pool 105,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P160,Stress Lecturer Pool 106,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P161,Stress Lecturer Pool 107,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P162,Stress Lecturer Pool 108,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P163,Stress Lecturer Pool 109,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P164,Stress Lecturer Pool 110,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P165,Stress Lecturer Pool 111,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P166,Stress Lecturer Pool 112,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P167,Stress Lecturer Pool 113,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P168,Stress Lecturer Pool 114,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P169,Stress Lecturer Pool 115,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P170,Stress Lecturer Pool 116,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P171,Stress Lecturer Pool 117,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P172,Stress Lecturer Pool 118,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P173,Stress Lecturer Pool 119,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P174,Stress Lecturer Pool 120,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P175,Stress Lecturer Pool 121,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P176,Stress Lecturer Pool 122,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P177,Stress Lecturer Pool 123,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P178,Stress Lecturer Pool 124,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P179,Stress Lecturer Pool 125,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P180,Stress Lecturer Pool 126,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P181,Stress Lecturer Pool 127,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P182,Stress Lecturer Pool 128,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P183,Stress Lecturer Pool 129,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P184,Stress Lecturer Pool 130,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P185,Stress Lecturer Pool 131,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P186,Stress Lecturer Pool 132,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P187,Stress Lecturer Pool 133,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P188,Stress Lecturer Pool 134,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,time_first
P189,Stress Lecturer Pool 135,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
P190,Stress Lecturer Pool 136,0,12,MATH,lecturer_pool,algebra;algebraic_geometry;algebraic_topology;analysis;applications;applied_math;calculus;combinatorics;complex_analysis;differential_equations;differential_geometry;education;general_math;geometry;graph_theory;honors;inverse_problems;linear_algebra;number_theory;numerical_analysis;optimization;pde;precalculus;probability;proofs;real_analysis;seminar;service;stochastic_processes;topology,interest_first
