course_id,course_code,course_title,is_required,priority,enrollment,required_board,needs_projector,needs_lab,credits,timeslot_id,room_id,course_tags
C206,MATH 224-A04,Advanced Multivariable Calculus,0,2,305,any,1,0,4,T_MWF_0830_0920,R_KNE_210,calculus;geometry;analysis
C207,MATH 224-B04,Advanced Multivariable Calculus,0,2,50,any,0,0,4,T_MWF_1430_1520,R_MUE_153,calculus;geometry;analysis
C208,MATH 300-A04,Introduction to Mathematical Reasoning,1,10,80,any,1,0,4,T_MWF_0930_1020,R_OTB_014,proofs;number_theory;combinatorics
C209,MATH 300-B04,Introduction to Mathematical Reasoning,1,10,70,any,0,0,4,T_TTH_1300_1420,R_OTB_014,proofs;number_theory;combinatorics
C210,MATH 327-A04,Introductory Real Analysis I,1,10,75,any,0,0,4,T_TTH_1430_1550,R_MUE_153,analysis;real_analysis
C211,MATH 334-A04,Honors Accelerated Advanced Calculus,0,2,45,any,0,0,5,T_TTH_1130_1250,R_MGH_389,analysis;pde;complex_analysis
C212,MATH 342-A04,Art of Problem Solving,0,2,25,any,0,0,4,T_TTH_1600_1720,R_PDL_C038,combinatorics;number_theory;geometry;probability
C213,MATH 381-A04,Discrete Mathematical Modeling,1,10,80,any,1,0,4,T_TTH_1000_1120,R_SMI_102,combinatorics;graph_theory;optimization
C214,MATH 394-A04,Probability I,1,10,170,any,1,0,4,T_MWF_1230_1320,R_GUG_220,probability;statistics
C215,MATH 398-B04,Special Topics: WDRP,0,2,15,any,0,0,2,T_TTH_0830_0950,R_LOW_113,general_math;seminar
C216,MATH 402-A04,Introduction to Modern Algebra,1,10,100,any,1,0,4,T_MW_1430_1550,R_AND_205,algebra;number_theory
C217,MATH 407-A04,Linear Optimization,1,10,150,any,1,0,4,T_MWF_1030_1120,R_AND_205,optimization;linear_algebra
C218,MATH 424-A04,Fundamental Concepts of Analysis,0,2,50,any,0,0,4,T_MWF_1130_1220,R_MUE_153,analysis;real_analysis
C219,MATH 427-A04,Complex Analysis,0,2,50,any,0,0,4,T_TTH_1300_1420,R_LOW_206,complex_analysis;analysis
C220,MATH 441-A04,Topology,0,2,90,any,1,0,4,T_TTH_1430_1550,R_AND_205,topology;geometry
C221,MATH 444-A04,Geometries I,0,2,50,any,0,0,4,T_MWF_1530_1620,R_SMI_102,geometry;education
C222,MATH 461-A04,Combinatorial Theory I,0,2,80,any,1,0,4,T_MWF_1530_1620,R_MUE_153,combinatorics;graph_theory
C223,MATH 491-A04,Introduction to Stochastic Processes I,0,2,45,any,0,0,4,T_MWF_1230_1320,R_MEB_248,probability;stochastic_processes
C224,MATH 504-A04,Modern Algebra,0,2,35,any,0,0,5,T_MWF_1230_1320,R_MEB_248,algebra;algebraic_geometry
C225,MATH 507-A04,Algebraic Structures,0,2,25,any,0,0,3,T_F_1530_1720,R_MEB_248,algebra;representation_theory
C226,MATH 514-A04,Network Optimization,0,2,20,any,0,0,3,T_MWF_0830_0920,R_PDL_C401,optimization;combinatorics;graph_theory
C227,MATH 521-A04,Advanced Probability,0,2,15,any,0,0,3,T_TTH_1000_1120,R_MEB_248,probability;analysis
C228,MATH 526-A04,Real Analysis,0,2,20,any,0,0,5,T_F_1530_1720,R_PDL_C401,analysis;real_analysis
C229,MATH 534-A04,Complex Analysis,0,2,25,any,0,0,5,T_MW_1430_1550,R_LOW_206,complex_analysis;analysis
C230,MATH 544-A04,Topology and Geometry of Manifolds,0,2,35,any,0,0,5,T_TTH_1430_1550,R_MGH_389,topology;geometry
C231,MATH 547-A04,Geometric Structures,0,2,25,any,0,0,3,T_MWF_1530_1620,R_LOW_206,geometry;differential_geometry
C232,MATH 550-D04,Seminar in Geometry,0,2,20,any,0,0,3,T_F_1530_1720,R_PDL_C038,geometry;seminar
C233,MATH 580-B04,Departmental Colloquium,0,2,60,any,0,0,2,T_W_1500_1650,R_MUE_153,general_math;seminar
C234,MATH 581-C04,Special Topics: Inverse Problems and PDE,0,2,25,any,0,0,3,T_TTH_1430_1550,R_PDL_C038,pde;inverse_problems
C235,MATH 584-A04,Numerical Linear Algebra,0,2,25,any,0,0,5,T_F_1530_1720,R_PDL_C401,numerical_analysis;linear_algebra
C236,MATH 590-A04,Seminar in Probability,0,2,40,any,0,0,3,T_TTH_1600_1720,R_SMI_102,probability;seminar
C237,MATH 102-A05,Algebra,0,2,40,any,0,0,5,T_MWF_1430_1520,R_LOW_206,service;algebra;precalculus
C238,MATH 103-A05,Introduction to Elementary Functions,0,2,40,any,0,0,5,T_TTH_0830_0950,R_MGH_389,service;precalculus
C239,MATH 111-A05,Algebra with Applications,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_210,service;algebra;applications
C240,MATH 111-B05,Algebra with Applications,1,10,240,any,1,0,5,T_TTH_1000_1120,R_KNE_210,service;algebra;applications
C241,MATH 112-A05,Business and Economic Calculus,0,2,90,any,1,0,5,T_MWF_1230_1320,R_OTB_014,service;calculus;optimization
C242,MATH 120-A05,Precalculus,1,10,240,any,1,0,5,T_MWF_1130_1220,R_SMI_120,service;precalculus;calculus
C243,MATH 120-B05,Precalculus,1,10,240,any,1,0,5,T_MWF_1230_1320,R_KNE_210,service;precalculus;calculus
C244,MATH 124-A05,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MW_1000_1120,R_KNE_210,service;calculus
C245,MATH 124-B05,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_TTH_0830_0950,R_GUG_220,service;calculus
C246,MATH 124-C05,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0830_0920,R_GUG_220,service;calculus
C247,MATH 124-D05,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0930_1020,R_GUG_220,service;calculus
C248,MATH 124-E05,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1530_1620,R_KNE_220,service;calculus
C249,MATH 124-F05,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1330_1420,R_KNE_220,service;calculus
C250,MATH 125-A05,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1230_1320,R_GUG_220,service;calculus
C251,MATH 125-B05,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_220,service;calculus
C252,MATH 125-C05,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_TTH_1300_1420,R_KNE_220,service;calculus
C253,MATH 126-A05,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_220,service;calculus;geometry
C254,MATH 126-B05,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0830_0920,R_SMI_120,service;calculus;geometry
C255,MATH 126-C05,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1430_1520,R_KNE_220,service;calculus;geometry
C256,MATH 126-D05,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1430_1520,R_KNE_220,service;calculus;geometry
C257,MATH 134-A05,Accelerated Honors Calculus,0,2,45,any,0,0,5,T_MWF_1130_1220,R_MEB_248,calculus;honors;linear_algebra
C258,MATH 200-A05,Discrete Mathematics I,0,2,300,any,1,0,5,T_MWF_1430_1520,R_KNE_210,combinatorics;probability;number_theory
C259,MATH 207-A05,Introduction to Differential Equations,1,10,230,any,1,0,4,T_F_1530_1720,R_SMI_120,differential_equations;applied_math
C260,MATH 207-C05,Introduction to Differential Equations,1,10,220,any,1,0,4,T_MWF_1330_1420,R_KNE_210,differential_equations;applied_math
C261,MATH 207-D05,Introduction to Differential Equations,1,10,50,any,0,0,4,T_MWF_1330_1420,R_SMI_102,differential_equations;applied_math
C262,MATH 208-A05,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MWF_0930_1020,R_KNE_210,linear_algebra;applied_math
C263,MATH 208-B05,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MWF_1230_1320,R_KNE_210,linear_algebra;applied_math
C264,MATH 209-A05,Linear Analysis,0,2,50,any,0,0,4,T_TTH_1430_1550,R_MUE_153,differential_equations;pde;analysis
C265,MATH 224-A05,Advanced Multivariable Calculus,0,2,305,any,1,0,4,T_MWF_0930_1020,R_KNE_210,calculus;geometry;analysis
C266,MATH 224-B05,Advanced Multivariable Calculus,0,2,50,any,0,0,4,T_TTH_1300_1420,R_MGH_389,calculus;geometry;analysis
C267,MATH 300-A05,Introduction to Mathematical Reasoning,1,10,80,any,1,0,4,T_TTH_1600_1720,R_OTB_014,proofs;number_theory;combinatorics
C268,MATH 300-B05,Introduction to Mathematical Reasoning,1,10,70,any,0,0,4,T_MW_1430_1550,R_OTB_014,proofs;number_theory;combinatorics
C269,MATH 327-A05,Introductory Real Analysis I,1,10,75,any,0,0,4,T_MW_1430_1550,R_OTB_014,analysis;real_analysis
C270,MATH 334-A05,Honors Accelerated Advanced Calculus,0,2,45,any,0,0,5,T_MWF_1430_1520,R_MEB_248,analysis;pde;complex_analysis
C271,MATH 342-A05,Art of Problem Solving,0,2,25,any,0,0,4,T_MWF_1430_1520,R_PDL_C401,combinatorics;number_theory;geometry;probability
C272,MATH 381-A05,Discrete Mathematical Modeling,1,10,80,any,1,0,4,T_MWF_1430_1520,R_OTB_014,combinatorics;graph_theory;optimization
C273,MATH 394-A05,Probability I,1,10,170,any,1,0,4,T_TTH_1300_1420,R_KNE_220,probability;statistics
C274,MATH 398-B05,Special Topics: WDRP,0,2,15,any,0,0,2,T_MW_1430_1550,R_LOW_113,general_math;seminar
C275,MATH 402-A05,Introduction to Modern Algebra,1,10,100,any,1,0,4,T_MWF_0930_1020,R_GUG_220,algebra;number_theory
C276,MATH 407-A05,Linear Optimization,1,10,150,any,1,0,4,T_TTH_1000_1120,R_KNE_210,optimization;linear_algebra
C277,MATH 424-A05,Fundamental Concepts of Analysis,0,2,50,any,0,0,4,T_TTH_1300_1420,R_LOW_206,analysis;real_analysis
C278,MATH 427-A05,Complex Analysis,0,2,50,any,0,0,4,T_MWF_0930_1020,R_MUE_153,complex_analysis;analysis
C279,MATH 441-A05,Topology,0,2,90,any,1,0,4,T_TTH_1430_1550,R_OTB_014,topology;geometry
C280,MATH 444-A05,Geometries I,0,2,50,any,0,0,4,T_MW_1430_1550,R_MGH_389,geometry;education
C281,MATH 461-A05,Combinatorial Theory I,0,2,80,any,1,0,4,T_TTH_1430_1550,R_OTB_014,combinatorics;graph_theory
C282,MATH 491-A05,Introduction to Stochastic Processes I,0,2,45,any,0,0,4,T_TTH_1130_1250,R_LOW_206,probability;stochastic_processes
C283,MATH 504-A05,Modern Algebra,0,2,35,any,0,0,5,T_TTH_1600_1720,R_PDL_C038,algebra;algebraic_geometry
C284,MATH 507-A05,Algebraic Structures,0,2,25,any,0,0,3,T_F_1530_1720,R_MEB_248,algebra;representation_theory
C285,MATH 514-A05,Network Optimization,0,2,20,any,0,0,3,T_W_1500_1650,R_MEB_248,optimization;combinatorics;graph_theory
C286,MATH 521-A05,Advanced Probability,0,2,15,any,0,0,3,T_F_1530_1720,R_MEB_248,probability;analysis
C287,MATH 526-A05,Real Analysis,0,2,20,any,0,0,5,T_TTH_0830_0950,R_PDL_C038,analysis;real_analysis
C288,MATH 534-A05,Complex Analysis,0,2,25,any,0,0,5,T_F_1530_1720,R_MEB_248,complex_analysis;analysis
C289,MATH 544-A05,Topology and Geometry of Manifolds,0,2,35,any,0,0,5,T_TTH_1600_1720,R_MGH_389,topology;geometry
C290,MATH 547-A05,Geometric Structures,0,2,25,any,0,0,3,T_TTH_1130_1250,R_MEB_248,geometry;differential_geometry
C291,MATH 550-D05,Seminar in Geometry,0,2,20,any,0,0,3,T_TTH_1600_1720,R_LOW_113,geometry;seminar
C292,MATH 580-B05,Departmental Colloquium,0,2,60,any,0,0,2,T_F_1530_1720,R_MGH_389,general_math;seminar
C293,MATH 581-C05,Special Topics: Inverse Problems and PDE,0,2,25,any,0,0,3,T_MW_1000_1120,R_LOW_206,pde;inverse_problems
C294,MATH 584-A05,Numerical Linear Algebra,0,2,25,any,0,0,5,T_MW_1430_1550,R_PDL_C038,numerical_analysis;linear_algebra
C295,MATH 590-A05,Seminar in Probability,0,2,40,any,0,0,3,T_TTH_1300_1420,R_MGH_389,probability;seminar
C296,MATH 102-A06,Algebra,0,2,40,any,0,0,5,T_MWF_1230_1320,R_SMI_102,service;algebra;precalculus
C297,MATH 103-A06,Introduction to Elementary Functions,0,2,40,any,0,0,5,T_MWF_1230_1320,R_LOW_206,service;precalculus
C298,MATH 111-A06,Algebra with Applications,1,10,240,any,1,0,5,T_TTH_1000_1120,R_SMI_120,service;algebra;applications
C299,MATH 111-B06,Algebra with Applications,1,10,240,any,1,0,5,T_MWF_1330_1420,R_SMI_120,service;algebra;applications
C300,MATH 112-A06,Business and Economic Calculus,0,2,90,any,1,0,5,T_MWF_1030_1120,R_AND_205,service;calculus;optimization
C301,MATH 120-A06,Precalculus,1,10,240,any,1,0,5,T_MWF_0930_1020,R_KNE_220,service;precalculus;calculus
C302,MATH 120-B06,Precalculus,1,10,240,any,1,0,5,T_TTH_1300_1420,R_KNE_220,service;precalculus;calculus
C303,MATH 124-A06,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1230_1320,R_KNE_210,service;calculus
C304,MATH 124-B06,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0830_0920,R_KNE_220,service;calculus
C305,MATH 124-C06,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1230_1320,R_GUG_220,service;calculus
C306,MATH 124-D06,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1130_1220,R_KNE_220,service;calculus
C307,MATH 124-E06,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1230_1320,R_GUG_220,service;calculus
C308,MATH 124-F06,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0830_0920,R_GUG_220,service;calculus
C309,MATH 125-A06,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1230_1320,R_GUG_220,service;calculus
C310,MATH 125-B06,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_TTH_1130_1250,R_KNE_220,service;calculus
C311,MATH 125-C06,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1430_1520,R_KNE_210,service;calculus
C312,MATH 126-A06,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1230_1320,R_SMI_120,service;calculus;geometry
C313,MATH 126-B06,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1230_1320,R_KNE_210,service;calculus;geometry
C314,MATH 126-C06,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_TTH_0830_0950,R_KNE_210,service;calculus;geometry
C315,MATH 126-D06,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0830_0920,R_SMI_120,service;calculus;geometry
C316,MATH 134-A06,Accelerated Honors Calculus,0,2,45,any,0,0,5,T_MWF_1430_1520,R_MEB_248,calculus;honors;linear_algebra
C317,MATH 200-A06,Discrete Mathematics I,0,2,300,any,1,0,5,T_MWF_1130_1220,R_KNE_210,combinatorics;probability;number_theory
C318,MATH 207-A06,Introduction to Differential Equations,1,10,230,any,1,0,4,T_TTH_1430_1550,R_KNE_220,differential_equations;applied_math
C319,MATH 207-C06,Introduction to Differential Equations,1,10,220,any,1,0,4,T_MWF_1530_1620,R_GUG_220,differential_equations;applied_math
C320,MATH 207-D06,Introduction to Differential Equations,1,10,50,any,0,0,4,T_MWF_1130_1220,R_LOW_206,differential_equations;applied_math
C321,MATH 208-A06,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_TTH_1130_1250,R_KNE_210,linear_algebra;applied_math
C322,MATH 208-B06,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MWF_1430_1520,R_KNE_210,linear_algebra;applied_math
C323,MATH 209-A06,Linear Analysis,0,2,50,any,0,0,4,T_MWF_1230_1320,R_MUE_153,differential_equations;pde;analysis
C324,MATH 224-A06,Advanced Multivariable Calculus,0,2,305,any,1,0,4,T_TTH_1000_1120,R_KNE_210,calculus;geometry;analysis
C325,MATH 224-B06,Advanced Multivariable Calculus,0,2,50,any,0,0,4,T_MWF_1130_1220,R_MGH_389,calculus;geometry;analysis
C326,MATH 300-A06,Introduction to Mathematical Reasoning,1,10,80,any,1,0,4,T_MWF_1030_1120,R_SMI_102,proofs;number_theory;combinatorics
C327,MATH 300-B06,Introduction to Mathematical Reasoning,1,10,70,any,0,0,4,T_MWF_1530_1620,R_SMI_102,proofs;number_theory;combinatorics
C328,MATH 327-A06,Introductory Real Analysis I,1,10,75,any,0,0,4,T_W_1500_1650,R_MUE_153,analysis;real_analysis
C329,MATH 334-A06,Honors Accelerated Advanced Calculus,0,2,45,any,0,0,5,T_MWF_1030_1120,R_MGH_389,analysis;pde;complex_analysis
C330,MATH 342-A06,Art of Problem Solving,0,2,25,any,0,0,4,T_TTH_1130_1250,R_PDL_C401,combinatorics;number_theory;geometry;probability
C331,MATH 381-A06,Discrete Mathematical Modeling,1,10,80,any,1,0,4,T_MWF_1530_1620,R_MUE_153,combinatorics;graph_theory;optimization
C332,MATH 394-A06,Probability I,1,10,170,any,1,0,4,T_MWF_0830_0920,R_KNE_210,probability;statistics
C333,MATH 398-B06,Special Topics: WDRP,0,2,15,any,0,0,2,T_F_1530_1720,R_LOW_113,general_math;seminar
C334,MATH 402-A06,Introduction to Modern Algebra,1,10,100,any,1,0,4,T_F_1530_1720,R_SAV_260,algebra;number_theory
C335,MATH 407-A06,Linear Optimization,1,10,150,any,1,0,4,T_MWF_1330_1420,R_AND_205,optimization;linear_algebra
C336,MATH 424-A06,Fundamental Concepts of Analysis,0,2,50,any,0,0,4,T_TTH_1300_1420,R_MUE_153,analysis;real_analysis
C337,MATH 427-A06,Complex Analysis,0,2,50,any,0,0,4,T_MWF_1130_1220,R_SMI_102,complex_analysis;analysis
C338,MATH 441-A06,Topology,0,2,90,any,1,0,4,T_TTH_1300_1420,R_AND_205,topology;geometry
C339,MATH 444-A06,Geometries I,0,2,50,any,0,0,4,T_MWF_1130_1220,R_SMI_102,geometry;education
C340,MATH 461-A06,Combinatorial Theory I,0,2,80,any,1,0,4,T_TTH_1130_1250,R_AND_205,combinatorics;graph_theory
C341,MATH 491-A06,Introduction to Stochastic Processes I,0,2,45,any,0,0,4,T_MWF_1330_1420,R_SMI_102,probability;stochastic_processes
C342,MATH 504-A06,Modern Algebra,0,2,35,any,0,0,5,T_MW_1000_1120,R_LOW_206,algebra;algebraic_geometry
C343,MATH 507-A06,Algebraic Structures,0,2,25,any,0,0,3,T_TTH_1130_1250,R_PDL_C401,algebra;representation_theory
C344,MATH 514-A06,Network Optimization,0,2,20,any,0,0,3,T_MW_1430_1550,R_LOW_113,optimization;combinatorics;graph_theory
C345,MATH 521-A06,Advanced Probability,0,2,15,any,0,0,3,T_TTH_1130_1250,R_LOW_113,probability;analysis
C346,MATH 526-A06,Real Analysis,0,2,20,any,0,0,5,T_TTH_1130_1250,R_LOW_113,analysis;real_analysis
C347,MATH 534-A06,Complex Analysis,0,2,25,any,0,0,5,T_TTH_1430_1550,R_PDL_C401,complex_analysis;analysis
C348,MATH 544-A06,Topology and Geometry of Manifolds,0,2,35,any,0,0,5,T_MW_1430_1550,R_MGH_389,topology;geometry
C349,MATH 547-A06,Geometric Structures,0,2,25,any,0,0,3,T_F_1530_1720,R_PDL_C038,geometry;differential_geometry
C350,MATH 550-D06,Seminar in Geometry,0,2,20,any,0,0,3,T_TTH_1600_1720,R_PDL_C038,geometry;seminar
C351,MATH 580-B06,Departmental Colloquium,0,2,60,any,0,0,2,T_F_1530_1720,R_OTB_014,general_math;seminar
C352,MATH 581-C06,Special Topics: Inverse Problems and PDE,0,2,25,any,0,0,3,T_MWF_1030_1120,R_LOW_206,pde;inverse_problems
C353,MATH 584-A06,Numerical Linear Algebra,0,2,25,any,0,0,5,T_F_1530_1720,R_LOW_206,numerical_analysis;linear_algebra
C354,MATH 590-A06,Seminar in Probability,0,2,40,any,0,0,3,T_TTH_1600_1720,R_LOW_206,probability;seminar
C355,MATH 102-A07,Algebra,0,2,40,any,0,0,5,T_MWF_1130_1220,R_MGH_389,service;algebra;precalculus
C356,MATH 103-A07,Introduction to Elementary Functions,0,2,40,any,0,0,5,T_MWF_0930_1020,R_SMI_102,service;precalculus
C357,MATH 111-A07,Algebra with Applications,1,10,240,any,1,0,5,T_MW_1000_1120,R_SMI_120,service;algebra;applications
C358,MATH 111-B07,Algebra with Applications,1,10,240,any,1,0,5,T_MWF_1230_1320,R_KNE_220,service;algebra;applications
C359,MATH 112-A07,Business and Economic Calculus,0,2,90,any,1,0,5,T_MWF_1030_1120,R_OTB_014,service;calculus;optimization
C360,MATH 120-A07,Precalculus,1,10,240,any,1,0,5,T_TTH_1130_1250,R_KNE_210,service;precalculus;calculus
C361,MATH 120-B07,Precalculus,1,10,240,any,1,0,5,T_TTH_1430_1550,R_GUG_220,service;precalculus;calculus
C362,MATH 124-A07,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0830_0920,R_SMI_120,service;calculus
C363,MATH 124-B07,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MW_1430_1550,R_SMI_120,service;calculus
C364,MATH 124-C07,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1130_1220,R_KNE_220,service;calculus
C365,MATH 124-D07,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_0930_1020,R_GUG_220,service;calculus
C366,MATH 124-E07,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1030_1120,R_SMI_120,service;calculus
C367,MATH 124-F07,Calculus with Analytic Geometry I,1,10,240,any,1,0,5,T_MWF_1430_1520,R_KNE_220,service;calculus
C368,MATH 125-A07,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_TTH_1000_1120,R_GUG_220,service;calculus
C369,MATH 125-B07,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_TTH_1130_1250,R_GUG_220,service;calculus
C370,MATH 125-C07,Calculus with Analytic Geometry II,1,10,240,any,1,0,5,T_MWF_1030_1120,R_GUG_220,service;calculus
C371,MATH 126-A07,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_0830_0920,R_GUG_220,service;calculus;geometry
C372,MATH 126-B07,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1230_1320,R_GUG_220,service;calculus;geometry
C373,MATH 126-C07,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1330_1420,R_GUG_220,service;calculus;geometry
C374,MATH 126-D07,Calculus with Analytic Geometry III,1,10,240,any,1,0,5,T_MWF_1130_1220,R_SMI_120,service;calculus;geometry
C375,MATH 134-A07,Accelerated Honors Calculus,0,2,45,any,0,0,5,T_MWF_1430_1520,R_MEB_248,calculus;honors;linear_algebra
C376,MATH 200-A07,Discrete Mathematics I,0,2,300,any,1,0,5,T_MWF_1130_1220,R_KNE_210,combinatorics;probability;number_theory
C377,MATH 207-A07,Introduction to Differential Equations,1,10,230,any,1,0,4,T_MWF_1230_1320,R_GUG_220,differential_equations;applied_math
C378,MATH 207-C07,Introduction to Differential Equations,1,10,220,any,1,0,4,T_MWF_1330_1420,R_KNE_210,differential_equations;applied_math
C379,MATH 207-D07,Introduction to Differential Equations,1,10,50,any,0,0,4,T_MWF_1130_1220,R_MGH_389,differential_equations;applied_math
C380,MATH 208-A07,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_MW_1430_1550,R_KNE_210,linear_algebra;applied_math
C381,MATH 208-B07,Matrix Algebra with Applications,1,10,440,any,1,0,4,T_TTH_1130_1250,R_KNE_210,linear_algebra;applied_math
C382,MATH 209-A07,Linear Analysis,0,2,50,any,0,0,4,T_MWF_1330_1420,R_SMI_102,differential_equations;pde;analysis
C383,MATH 224-A07,Advanced Multivariable Calculus,0,2,305,any,1,0,4,T_F_1530_1720,R_KNE_210,calculus;geometry;analysis
C384,MATH 224-B07,Advanced Multivariable Calculus,0,2,50,any,0,0,4,T_TTH_1000_1120,R_MUE_153,calculus;geometry;analysis
C385,MATH 300-A07,Introduction to Mathematical Reasoning,1,10,80,any,1,0,4,T_MWF_1430_1520,R_SMI_102,proofs;number_theory;combinatorics
C386,MATH 300-B07,Introduction to Mathematical Reasoning,1,10,70,any,0,0,4,T_MWF_1230_1320,R_MGH_389,proofs;number_theory;combinatorics
C387,MATH 327-A07,Introductory Real Analysis I,1,10,75,any,0,0,4,T_MWF_1230_1320,R_OTB_014,analysis;real_analysis
C388,MATH 334-A07,Honors Accelerated Advanced Calculus,0,2,45,any,0,0,5,T_MWF_1430_1520,R_MEB_248,analysis;pde;complex_analysis
C389,MATH 342-A07,Art of Problem Solving,0,2,25,any,0,0,4,T_MWF_1230_1320,R_PDL_C038,combinatorics;number_theory;geometry;probability
C390,MATH 381-A07,Discrete Mathematical Modeling,1,10,80,any,1,0,4,T_TTH_1300_1420,R_AND_205,combinatorics;graph_theory;optimization
C391,MATH 394-A07,Probability I,1,10,170,any,1,0,4,T_MWF_1430_1520,R_KNE_210,probability;statistics
C392,MATH 398-B07,Special Topics: WDRP,0,2,15,any,0,0,2,T_TTH_1600_1720,R_LOW_113,general_math;seminar
C393,MATH 402-A07,Introduction to Modern Algebra,1,10,100,any,1,0,4,T_MWF_0830_0920,R_SAV_260,algebra;number_theory
C394,MATH 407-A07,Linear Optimization,1,10,150,any,1,0,4,T_MWF_1130_1220,R_SAV_260,optimization;linear_algebra
C395,MATH 424-A07,Fundamental Concepts of Analysis,0,2,50,any,0,0,4,T_TTH_0830_0950,R_SMI_102,analysis;real_analysis
C396,MATH 427-A07,Complex Analysis,0,2,50,any,0,0,4,T_MWF_0930_1020,R_SMI_102,complex_analysis;analysis
C397,MATH 441-A07,Topology,0,2,90,any,1,0,4,T_MWF_1230_1320,R_OTB_014,topology;geometry
C398,MATH 444-A07,Geometries I,0,2,50,any,0,0,4,T_TTH_1300_1420,R_LOW_206,geometry;education
C399,MATH 461-A07,Combinatorial Theory I,0,2,80,any,1,0,4,T_MWF_1130_1220,R_MUE_153,combinatorics;graph_theory
C400,MATH 491-A07,Introduction to Stochastic Processes I,0,2,45,any,0,0,4,T_MWF_1130_1220,R_MGH_389,probability;stochastic_processes
C401,MATH 504-A07,Modern Algebra,0,2,35,any,0,0,5,T_MW_1430_1550,R_MEB_248,algebra;algebraic_geometry
C402,MATH 507-A07,Algebraic Structures,0,2,25,any,0,0,3,T_TTH_1430_1550,R_LOW_206,algebra;representation_theory
C403,MATH 514-A07,Network Optimization,0,2,20,any,0,0,3,T_W_1500_1650,R_MEB_248,optimization;combinatorics;graph_theory
C404,MATH 521-A07,Advanced Probability,0,2,15,any,0,0,3,T_TTH_1430_1550,R_MEB_248,probability;analysis
C405,MATH 526-A07,Real Analysis,0,2,20,any,0,0,5,T_MW_1000_1120,R_LOW_113,analysis;real_analysis
C406,MATH 534-A07,Complex Analysis,0,2,25,any,0,0,5,T_F_1530_1720,R_PDL_C401,complex_analysis;analysis
C407,MATH 544-A07,Topology and Geometry of Manifolds,0,2,35,any,0,0,5,T_MWF_1530_1620,R_PDL_C038,topology;geometry
C408,MATH 547-A07,Geometric Structures,0,2,25,any,0,0,3,T_MWF_1330_1420,R_LOW_206,geometry;differential_geometry
C409,MATH 550-D07,Seminar in Geometry,0,2,20,any,0,0,3,T_MWF_1330_1420,R_PDL_C401,geometry;seminar
C410,MATH 580-B07,Departmental Colloquium,0,2,60,any,0,0,2,T_W_1500_1650,R_SMI_102,general_math;seminar
C411,MATH 581-C07,Special Topics: Inverse Problems and PDE,0,2,25,any,0,0,3,T_TTH_1130_1250,R_PDL_C401,pde;inverse_problems
