professor_id,course_id,timeslot_id,room_id,total_score
P012,C036,T_TTH_1430_1550,R_AND_205,13.00
P016,C036,T_TTH_1430_1550,R_AND_205,17.00
P017,C036,T_TTH_1430_1550,R_AND_205,14.00
P020,C036,T_TTH_1430_1550,R_AND_205,16.00
P021,C036,T_TTH_1430_1550,R_AND_205,15.00
P025,C036,T_TTH_1430_1550,R_AND_205,17.00
P028,C036,T_TTH_1430_1550,R_AND_205,17.00
P029,C036,T_TTH_1430_1550,R_AND_205,16.00
P032,C036,T_TTH_1430_1550,R_AND_205,14.00
P038,C036,T_TTH_1430_1550,R_AND_205,16.00
P040,C036,T_TTH_1430_1550,R_AND_205,16.00
P042,C036,T_TTH_1430_1550,R_AND_205,17.00
P045,C036,T_TTH_1430_1550,R_AND_205,16.00
P048,C036,T_TTH_1430_1550,R_AND_205,16.00
P054,C036,T_TTH_1430_1550,R_AND_205,16.00
P007,C037,T_MWF_1330_1420,R_GUG_220,16.00
P009,C037,T_MWF_1330_1420,R_GUG_220,14.00
P010,C037,T_MWF_1330_1420,R_GUG_220,17.00
P012,C037,T_MWF_1330_1420,R_GUG_220,13.00
P025,C037,T_MWF_1330_1420,R_GUG_220,17.00
P037,C037,T_MWF_1330_1420,R_GUG_220,17.00
P042,C037,T_MWF_1330_1420,R_GUG_220,17.00
P044,C037,T_MWF_1330_1420,R_GUG_220,17.00
P054,C037,T_MWF_1330_1420,R_GUG_220,17.00
P012,C038,T_MWF_0930_1020,R_PDL_C401,14.00
P054,C038,T_MWF_0930_1020,R_PDL_C401,11.00
P001,C039,T_MWF_0830_0920,R_SAV_260,13.00
P004,C039,T_MWF_0830_0920,R_SAV_260,14.00
P012,C039,T_MWF_0830_0920,R_SAV_260,17.00
P017,C039,T_MWF_0830_0920,R_SAV_260,17.00
P018,C039,T_MWF_0830_0920,R_SAV_260,17.00
P019,C039,T_MWF_0830_0920,R_SAV_260,15.00
P022,C039,T_MWF_0830_0920,R_SAV_260,14.00
P026,C039,T_MWF_0830_0920,R_SAV_260,16.00
P027,C039,T_MWF_0830_0920,R_SAV_260,18.00
P030,C039,T_MWF_0830_0920,R_SAV_260,16.00
P032,C039,T_MWF_0830_0920,R_SAV_260,16.00
P033,C039,T_MWF_0830_0920,R_SAV_260,15.00
P040,C039,T_MWF_0830_0920,R_SAV_260,16.00
P049,C039,T_MWF_0830_0920,R_SAV_260,15.00
P052,C039,T_MWF_0830_0920,R_SAV_260,16.00
P002,C040,T_MWF_1030_1120,R_GUG_220,16.00
P016,C040,T_MWF_1030_1120,R_GUG_220,17.00
P025,C040,T_MWF_1030_1120,R_GUG_220,16.00
P038,C040,T_MWF_1030_1120,R_GUG_220,17.00
P045,C040,T_MWF_1030_1120,R_GUG_220,16.00
P048,C040,T_MWF_1030_1120,R_GUG_220,17.00
P004,C041,T_MWF_1030_1120,R_MUE_153,12.00
P015,C041,T_MWF_1030_1120,R_MUE_153,14.00
P041,C041,T_MWF_1030_1120,R_MUE_153,14.00
P042,C041,T_MWF_1030_1120,R_MUE_153,13.00
P046,C041,T_MWF_1030_1120,R_MUE_153,13.00
P050,C041,T_MWF_1030_1120,R_MUE_153,14.00
P004,C042,T_W_1500_1650,R_MUE_153,12.00
P015,C042,T_W_1500_1650,R_MUE_153,10.00
P037,C042,T_W_1500_1650,R_MUE_153,12.00
P041,C042,T_W_1500_1650,R_MUE_153,12.00
P042,C042,T_W_1500_1650,R_MUE_153,11.00
P044,C042,T_W_1500_1650,R_MUE_153,11.00
P046,C042,T_W_1500_1650,R_MUE_153,12.00
P050,C042,T_W_1500_1650,R_MUE_153,12.00
P001,C043,T_MWF_0930_1020,R_MUE_153,11.00
P003,C043,T_MWF_0930_1020,R_MUE_153,11.00
P008,C043,T_MWF_0930_1020,R_MUE_153,14.00
P017,C043,T_MWF_0930_1020,R_MUE_153,14.00
P020,C043,T_MWF_0930_1020,R_MUE_153,14.00
P039,C043,T_MWF_0930_1020,R_MUE_153,10.00
P043,C043,T_MWF_0930_1020,R_MUE_153,12.00
P001,C044,T_MWF_1430_1520,R_SMI_102,14.00
P003,C044,T_MWF_1430_1520,R_SMI_102,14.00
P008,C044,T_MWF_1430_1520,R_SMI_102,13.00
P012,C044,T_MWF_1430_1520,R_SMI_102,10.00
P017,C044,T_MWF_1430_1520,R_SMI_102,12.00
P020,C044,T_MWF_1430_1520,R_SMI_102,13.00
P022,C044,T_MWF_1430_1520,R_SMI_102,14.00
P026,C044,T_MWF_1430_1520,R_SMI_102,11.00
P032,C044,T_MWF_1430_1520,R_SMI_102,11.00
P043,C044,T_MWF_1430_1520,R_SMI_102,13.00
P054,C044,T_MWF_1430_1520,R_SMI_102,13.00
P005,C045,T_MWF_0830_0920,R_SMI_102,14.00
P008,C045,T_MWF_0830_0920,R_SMI_102,14.00
P010,C045,T_MWF_0830_0920,R_SMI_102,14.00
P017,C045,T_MWF_0830_0920,R_SMI_102,14.00
P020,C045,T_MWF_0830_0920,R_SMI_102,14.00
P021,C045,T_MWF_0830_0920,R_SMI_102,13.00
P028,C045,T_MWF_0830_0920,R_SMI_102,11.00
P029,C045,T_MWF_0830_0920,R_SMI_102,11.00
P032,C045,T_MWF_0830_0920,R_SMI_102,13.00
P040,C045,T_MWF_0830_0920,R_SMI_102,12.00
P042,C045,T_MWF_0830_0920,R_SMI_102,11.00
P007,C046,T_MWF_1230_1320,R_MGH_389,12.00
P009,C046,T_MWF_1230_1320,R_MGH_389,12.00
P010,C046,T_MWF_1230_1320,R_MGH_389,14.00
P025,C046,T_MWF_1230_1320,R_MGH_389,13.00
P037,C046,T_MWF_1230_1320,R_MGH_389,14.00
P042,C046,T_MWF_1230_1320,R_MGH_389,13.00
P044,C046,T_MWF_1230_1320,R_MGH_389,13.00
P001,C047,T_TTH_1300_1420,R_MGH_389,15.00
P005,C047,T_TTH_1300_1420,R_MGH_389,12.00
P017,C047,T_TTH_1300_1420,R_MGH_389,11.00
P019,C047,T_TTH_1300_1420,R_MGH_389,14.00
P023,C047,T_TTH_1300_1420,R_MGH_389,13.00
P026,C047,T_TTH_1300_1420,R_MGH_389,11.00
P027,C047,T_TTH_1300_1420,R_MGH_389,11.00
P030,C047,T_TTH_1300_1420,R_MGH_389,13.00
P032,C047,T_TTH_1300_1420,R_MGH_389,12.00
P033,C047,T_TTH_1300_1420,R_MGH_389,13.00
P040,C047,T_TTH_1300_1420,R_MGH_389,13.00
P048,C047,T_TTH_1300_1420,R_MGH_389,14.00
P049,C047,T_TTH_1300_1420,R_MGH_389,14.00
P052,C047,T_TTH_1300_1420,R_MGH_389,12.00
P001,C048,T_F_1530_1720,R_PDL_C038,12.00
P005,C048,T_F_1530_1720,R_PDL_C038,10.00
P011,C048,T_F_1530_1720,R_PDL_C038,12.00
P017,C048,T_F_1530_1720,R_PDL_C038,10.00
P019,C048,T_F_1530_1720,R_PDL_C038,10.00
P024,C048,T_F_1530_1720,R_PDL_C038,11.00
P026,C048,T_F_1530_1720,R_PDL_C038,11.00
P027,C048,T_F_1530_1720,R_PDL_C038,10.00
P030,C048,T_F_1530_1720,R_PDL_C038,13.00
P032,C048,T_F_1530_1720,R_PDL_C038,11.00
P033,C048,T_F_1530_1720,R_PDL_C038,13.00
P040,C048,T_F_1530_1720,R_PDL_C038,12.00
P052,C048,T_F_1530_1720,R_PDL_C038,10.00
P002,C049,T_MW_1430_1550,R_LOW_113,14.00
P005,C049,T_MW_1430_1550,R_LOW_113,12.00
P008,C049,T_MW_1430_1550,R_LOW_113,12.00
P010,C049,T_MW_1430_1550,R_LOW_113,14.00
P016,C049,T_MW_1430_1550,R_LOW_113,14.00
P017,C049,T_MW_1430_1550,R_LOW_113,11.00
P020,C049,T_MW_1430_1550,R_LOW_113,13.00
P021,C049,T_MW_1430_1550,R_LOW_113,13.00
P025,C049,T_MW_1430_1550,R_LOW_113,13.00
P028,C049,T_MW_1430_1550,R_LOW_113,12.00
P029,C049,T_MW_1430_1550,R_LOW_113,13.00
P032,C049,T_MW_1430_1550,R_LOW_113,11.00
P038,C049,T_MW_1430_1550,R_LOW_113,14.00
P040,C049,T_MW_1430_1550,R_LOW_113,13.00
P042,C049,T_MW_1430_1550,R_LOW_113,14.00
P045,C049,T_MW_1430_1550,R_LOW_113,13.00
P048,C049,T_MW_1430_1550,R_LOW_113,13.00
P004,C050,T_TTH_1300_1420,R_PDL_C401,13.00
P007,C050,T_TTH_1300_1420,R_PDL_C401,13.00
P009,C050,T_TTH_1300_1420,R_PDL_C401,12.00
P010,C050,T_TTH_1300_1420,R_PDL_C401,14.00
P015,C050,T_TTH_1300_1420,R_PDL_C401,11.00
P025,C050,T_TTH_1300_1420,R_PDL_C401,14.00
P037,C050,T_TTH_1300_1420,R_PDL_C401,14.00
P041,C050,T_TTH_1300_1420,R_PDL_C401,13.00
P042,C050,T_TTH_1300_1420,R_PDL_C401,15.00
P044,C050,T_TTH_1300_1420,R_PDL_C401,14.00
P046,C050,T_TTH_1300_1420,R_PDL_C401,12.00
P050,C050,T_TTH_1300_1420,R_PDL_C401,13.00
P004,C051,T_TTH_1300_1420,R_MEB_248,13.00
P015,C051,T_TTH_1300_1420,R_MEB_248,11.00
P041,C051,T_TTH_1300_1420,R_MEB_248,14.00
P042,C051,T_TTH_1300_1420,R_MEB_248,14.00
P046,C051,T_TTH_1300_1420,R_MEB_248,12.00
P050,C051,T_TTH_1300_1420,R_MEB_248,13.00
P004,C052,T_MWF_1130_1220,R_PDL_C401,13.00
P015,C052,T_MWF_1130_1220,R_PDL_C401,14.00
P037,C052,T_MWF_1130_1220,R_PDL_C401,13.00
P041,C052,T_MWF_1130_1220,R_PDL_C401,13.00
P042,C052,T_MWF_1130_1220,R_PDL_C401,13.00
P044,C052,T_MWF_1130_1220,R_PDL_C401,13.00
P046,C052,T_MWF_1130_1220,R_PDL_C401,14.00
P050,C052,T_MWF_1130_1220,R_PDL_C401,13.00
P001,C053,T_TTH_1300_1420,R_PDL_C038,14.00
P003,C053,T_TTH_1300_1420,R_PDL_C038,14.00
P008,C053,T_TTH_1300_1420,R_PDL_C038,12.00
P017,C053,T_TTH_1300_1420,R_PDL_C038,10.00
P020,C053,T_TTH_1300_1420,R_PDL_C038,12.00
P039,C053,T_TTH_1300_1420,R_PDL_C038,14.00
P043,C053,T_TTH_1300_1420,R_PDL_C038,15.00
P001,C054,T_TTH_1600_1720,R_MEB_248,12.00
P003,C054,T_TTH_1600_1720,R_MEB_248,12.00
P008,C054,T_TTH_1600_1720,R_MEB_248,11.00
P014,C054,T_TTH_1600_1720,R_MEB_248,11.00
P017,C054,T_TTH_1600_1720,R_MEB_248,11.00
P020,C054,T_TTH_1600_1720,R_MEB_248,11.00
P031,C054,T_TTH_1600_1720,R_MEB_248,12.00
P035,C054,T_TTH_1600_1720,R_MEB_248,13.00
P043,C054,T_TTH_1600_1720,R_MEB_248,10.00
P051,C054,T_TTH_1600_1720,R_MEB_248,12.00
P053,C054,T_TTH_1600_1720,R_MEB_248,12.00
P001,C055,T_TTH_1130_1250,R_PDL_C038,14.00
P003,C055,T_TTH_1130_1250,R_PDL_C038,13.00
P008,C055,T_TTH_1130_1250,R_PDL_C038,13.00
P017,C055,T_TTH_1130_1250,R_PDL_C038,13.00
P020,C055,T_TTH_1130_1250,R_PDL_C038,14.00
P043,C055,T_TTH_1130_1250,R_PDL_C038,14.00
P012,C056,T_W_1500_1650,R_MUE_153,10.00
P054,C056,T_W_1500_1650,R_MUE_153,11.00
P006,C057,T_MWF_1230_1320,R_LOW_206,12.00
P013,C057,T_MWF_1230_1320,R_LOW_206,14.00
P015,C057,T_MWF_1230_1320,R_LOW_206,14.00
P031,C057,T_MWF_1230_1320,R_LOW_206,13.00
P035,C057,T_MWF_1230_1320,R_LOW_206,14.00
P041,C057,T_MWF_1230_1320,R_LOW_206,13.00
P042,C057,T_MWF_1230_1320,R_LOW_206,13.00
P046,C057,T_MWF_1230_1320,R_LOW_206,13.00
P047,C057,T_MWF_1230_1320,R_LOW_206,15.00
P050,C057,T_MWF_1230_1320,R_LOW_206,14.00
P051,C057,T_MWF_1230_1320,R_LOW_206,14.00
P053,C057,T_MWF_1230_1320,R_LOW_206,14.00
P006,C058,T_W_1500_1650,R_PDL_C401,10.00
P037,C058,T_W_1500_1650,R_PDL_C401,12.00
P007,C059,T_TTH_1600_1720,R_SMI_102,12.00
P009,C059,T_TTH_1600_1720,R_SMI_102,10.00
P010,C059,T_TTH_1600_1720,R_SMI_102,13.00
P025,C059,T_TTH_1600_1720,R_SMI_102,13.00
P037,C059,T_TTH_1600_1720,R_SMI_102,12.00
P042,C059,T_TTH_1600_1720,R_SMI_102,12.00
P044,C059,T_TTH_1600_1720,R_SMI_102,13.00
