professor_id,course_id,timeslot_id,room_id,total_score
P034,C018,T_MWF_1330_1420,R_SMI_120,18.00
P039,C018,T_MWF_1330_1420,R_SMI_120,16.00
P040,C018,T_MWF_1330_1420,R_SMI_120,18.00
P041,C018,T_MWF_1330_1420,R_SMI_120,18.00
P048,C018,T_MWF_1330_1420,R_SMI_120,15.00
P050,C018,T_MWF_1330_1420,R_SMI_120,16.00
P055,C018,T_MWF_1330_1420,R_SMI_120,18.00
P057,C018,T_MWF_1330_1420,R_SMI_120,17.00
P058,C018,T_MWF_1330_1420,R_SMI_120,15.00
P062,C018,T_MWF_1330_1420,R_SMI_120,18.00
P063,C018,T_MWF_1330_1420,R_SMI_120,19.00
P064,C018,T_MWF_1330_1420,R_SMI_120,18.00
P071,C018,T_MWF_1330_1420,R_SMI_120,16.00
P074,C018,T_MWF_1330_1420,R_SMI_120,18.00
P075,C018,T_MWF_1330_1420,R_SMI_120,17.00
P078,C018,T_MWF_1330_1420,R_SMI_120,15.00
P087,C018,T_MWF_1330_1420,R_SMI_120,18.00
P094,C018,T_MWF_1330_1420,R_SMI_120,14.00
P001,C019,T_MW_1000_1120,R_GUG_220,18.00
P003,C019,T_MW_1000_1120,R_GUG_220,18.00
P004,C019,T_MW_1000_1120,R_GUG_220,17.00
P008,C019,T_MW_1000_1120,R_GUG_220,18.00
P012,C019,T_MW_1000_1120,R_GUG_220,17.00
P017,C019,T_MW_1000_1120,R_GUG_220,18.00
P020,C019,T_MW_1000_1120,R_GUG_220,17.00
P022,C019,T_MW_1000_1120,R_GUG_220,16.00
P026,C019,T_MW_1000_1120,R_GUG_220,16.00
P027,C019,T_MW_1000_1120,R_GUG_220,18.00
P029,C019,T_MW_1000_1120,R_GUG_220,17.00
P032,C019,T_MW_1000_1120,R_GUG_220,17.00
P034,C019,T_MW_1000_1120,R_GUG_220,16.00
P039,C019,T_MW_1000_1120,R_GUG_220,17.00
P040,C019,T_MW_1000_1120,R_GUG_220,19.00
P041,C019,T_MW_1000_1120,R_GUG_220,19.00
P048,C019,T_MW_1000_1120,R_GUG_220,17.00
P050,C019,T_MW_1000_1120,R_GUG_220,18.00
P055,C019,T_MW_1000_1120,R_GUG_220,19.00
P057,C019,T_MW_1000_1120,R_GUG_220,19.00
P058,C019,T_MW_1000_1120,R_GUG_220,19.00
P062,C019,T_MW_1000_1120,R_GUG_220,19.00
P063,C019,T_MW_1000_1120,R_GUG_220,19.00
P064,C019,T_MW_1000_1120,R_GUG_220,19.00
P071,C019,T_MW_1000_1120,R_GUG_220,18.00
P074,C019,T_MW_1000_1120,R_GUG_220,18.00
P075,C019,T_MW_1000_1120,R_GUG_220,18.00
P078,C019,T_MW_1000_1120,R_GUG_220,17.00
P087,C019,T_MW_1000_1120,R_GUG_220,18.00
P094,C019,T_MW_1000_1120,R_GUG_220,17.00
P001,C020,T_MWF_0930_1020,R_KNE_210,18.00
P003,C020,T_MWF_0930_1020,R_KNE_210,17.00
P004,C020,T_MWF_0930_1020,R_KNE_210,18.00
P008,C020,T_MWF_0930_1020,R_KNE_210,17.00
P012,C020,T_MWF_0930_1020,R_KNE_210,15.00
P017,C020,T_MWF_0930_1020,R_KNE_210,16.00
P020,C020,T_MWF_0930_1020,R_KNE_210,15.00
P022,C020,T_MWF_0930_1020,R_KNE_210,14.00
P026,C020,T_MWF_0930_1020,R_KNE_210,16.00
P027,C020,T_MWF_0930_1020,R_KNE_210,18.00
P029,C020,T_MWF_0930_1020,R_KNE_210,16.00
P032,C020,T_MWF_0930_1020,R_KNE_210,18.00
P034,C020,T_MWF_0930_1020,R_KNE_210,15.00
P039,C020,T_MWF_0930_1020,R_KNE_210,19.00
P040,C020,T_MWF_0930_1020,R_KNE_210,17.00
P041,C020,T_MWF_0930_1020,R_KNE_210,16.00
P048,C020,T_MWF_0930_1020,R_KNE_210,17.00
P050,C020,T_MWF_0930_1020,R_KNE_210,19.00
P055,C020,T_MWF_0930_1020,R_KNE_210,17.00
P057,C020,T_MWF_0930_1020,R_KNE_210,19.00
P058,C020,T_MWF_0930_1020,R_KNE_210,19.00
P062,C020,T_MWF_0930_1020,R_KNE_210,19.00
P063,C020,T_MWF_0930_1020,R_KNE_210,16.00
P064,C020,T_MWF_0930_1020,R_KNE_210,19.00
P071,C020,T_MWF_0930_1020,R_KNE_210,18.00
P074,C020,T_MWF_0930_1020,R_KNE_210,16.00
P075,C020,T_MWF_0930_1020,R_KNE_210,16.00
P078,C020,T_MWF_0930_1020,R_KNE_210,18.00
P087,C020,T_MWF_0930_1020,R_KNE_210,16.00
P094,C020,T_MWF_0930_1020,R_KNE_210,18.00
P004,C021,T_MWF_0930_1020,R_MEB_248,14.00
P008,C021,T_MWF_0930_1020,R_MEB_248,12.00
P012,C021,T_MWF_0930_1020,R_MEB_248,11.00
P022,C021,T_MWF_0930_1020,R_MEB_248,10.00
P026,C021,T_MWF_0930_1020,R_MEB_248,12.00
P027,C021,T_MWF_0930_1020,R_MEB_248,14.00
P029,C021,T_MWF_0930_1020,R_MEB_248,12.00
P034,C021,T_MWF_0930_1020,R_MEB_248,11.00
P039,C021,T_MWF_0930_1020,R_MEB_248,14.00
P040,C021,T_MWF_0930_1020,R_MEB_248,12.00
P041,C021,T_MWF_0930_1020,R_MEB_248,11.00
P050,C021,T_MWF_0930_1020,R_MEB_248,14.00
P055,C021,T_MWF_0930_1020,R_MEB_248,12.00
P057,C021,T_MWF_0930_1020,R_MEB_248,14.00
P058,C021,T_MWF_0930_1020,R_MEB_248,14.00
P062,C021,T_MWF_0930_1020,R_MEB_248,14.00
P063,C021,T_MWF_0930_1020,R_MEB_248,11.00
P064,C021,T_MWF_0930_1020,R_MEB_248,14.00
P071,C021,T_MWF_0930_1020,R_MEB_248,13.00
P074,C021,T_MWF_0930_1020,R_MEB_248,11.00
P004,C022,T_MWF_1030_1120,R_KNE_210,8.00
P005,C022,T_MWF_1030_1120,R_KNE_210,7.00
P007,C022,T_MWF_1030_1120,R_KNE_210,9.00
P008,C022,T_MWF_1030_1120,R_KNE_210,9.00
P009,C022,T_MWF_1030_1120,R_KNE_210,7.00
P010,C022,T_MWF_1030_1120,R_KNE_210,9.00
P012,C022,T_MWF_1030_1120,R_KNE_210,8.00
P017,C022,T_MWF_1030_1120,R_KNE_210,9.00
P018,C022,T_MWF_1030_1120,R_KNE_210,9.00
P020,C022,T_MWF_1030_1120,R_KNE_210,9.00
P021,C022,T_MWF_1030_1120,R_KNE_210,8.00
P022,C022,T_MWF_1030_1120,R_KNE_210,8.00
P025,C022,T_MWF_1030_1120,R_KNE_210,8.00
P027,C022,T_MWF_1030_1120,R_KNE_210,9.00
P028,C022,T_MWF_1030_1120,R_KNE_210,9.00
P029,C022,T_MWF_1030_1120,R_KNE_210,8.00
P032,C022,T_MWF_1030_1120,R_KNE_210,9.00
P037,C022,T_MWF_1030_1120,R_KNE_210,9.00
P039,C022,T_MWF_1030_1120,R_KNE_210,8.00
P040,C022,T_MWF_1030_1120,R_KNE_210,8.00
P041,C022,T_MWF_1030_1120,R_KNE_210,9.00
P042,C022,T_MWF_1030_1120,R_KNE_210,9.00
P043,C022,T_MWF_1030_1120,R_KNE_210,9.00
P044,C022,T_MWF_1030_1120,R_KNE_210,8.00
P047,C022,T_MWF_1030_1120,R_KNE_210,9.00
P049,C022,T_MWF_1030_1120,R_KNE_210,7.00
P050,C022,T_MWF_1030_1120,R_KNE_210,9.00
P051,C022,T_MWF_1030_1120,R_KNE_210,10.00
P053,C022,T_MWF_1030_1120,R_KNE_210,9.00
P054,C022,T_MWF_1030_1120,R_KNE_210,9.00
P055,C022,T_MWF_1030_1120,R_KNE_210,9.00
P057,C022,T_MWF_1030_1120,R_KNE_210,8.00
P058,C022,T_MWF_1030_1120,R_KNE_210,8.00
P061,C022,T_MWF_1030_1120,R_KNE_210,9.00
P062,C022,T_MWF_1030_1120,R_KNE_210,9.00
P063,C022,T_MWF_1030_1120,R_KNE_210,7.00
P064,C022,T_MWF_1030_1120,R_KNE_210,9.00
P067,C022,T_MWF_1030_1120,R_KNE_210,8.00
P069,C022,T_MWF_1030_1120,R_KNE_210,8.00
P071,C022,T_MWF_1030_1120,R_KNE_210,9.00
P072,C022,T_MWF_1030_1120,R_KNE_210,7.00
P074,C022,T_MWF_1030_1120,R_KNE_210,7.00
P085,C022,T_MWF_1030_1120,R_KNE_210,9.00
P087,C022,T_MWF_1030_1120,R_KNE_210,9.00
P091,C022,T_MWF_1030_1120,R_KNE_210,9.00
P093,C022,T_MWF_1030_1120,R_KNE_210,8.00
P095,C022,T_MWF_1030_1120,R_KNE_210,9.00
P100,C022,T_MWF_1030_1120,R_KNE_210,9.00
P002,C023,T_F_1530_1720,R_KNE_220,16.00
P010,C023,T_F_1530_1720,R_KNE_220,16.00
P012,C023,T_F_1530_1720,R_KNE_220,16.00
P013,C023,T_F_1530_1720,R_KNE_220,15.00
P039,C023,T_F_1530_1720,R_KNE_220,14.00
P040,C023,T_F_1530_1720,R_KNE_220,16.00
P041,C023,T_F_1530_1720,R_KNE_220,16.00
P050,C023,T_F_1530_1720,R_KNE_220,15.00
P052,C023,T_F_1530_1720,R_KNE_220,17.00
P055,C023,T_F_1530_1720,R_KNE_220,14.00
P056,C023,T_F_1530_1720,R_KNE_220,16.00
P057,C023,T_F_1530_1720,R_KNE_220,14.00
P058,C023,T_F_1530_1720,R_KNE_220,14.00
P060,C023,T_F_1530_1720,R_KNE_220,15.00
P062,C023,T_F_1530_1720,R_KNE_220,17.00
P063,C023,T_F_1530_1720,R_KNE_220,17.00
P064,C023,T_F_1530_1720,R_KNE_220,16.00
P071,C023,T_F_1530_1720,R_KNE_220,14.00
P074,C023,T_F_1530_1720,R_KNE_220,16.00
P093,C023,T_F_1530_1720,R_KNE_220,14.00
P002,C024,T_TTH_1430_1550,R_SMI_120,17.00
P010,C024,T_TTH_1430_1550,R_SMI_120,17.00
P012,C024,T_TTH_1430_1550,R_SMI_120,17.00
P013,C024,T_TTH_1430_1550,R_SMI_120,18.00
P039,C024,T_TTH_1430_1550,R_SMI_120,15.00
P040,C024,T_TTH_1430_1550,R_SMI_120,17.00
P041,C024,T_TTH_1430_1550,R_SMI_120,17.00
P050,C024,T_TTH_1430_1550,R_SMI_120,16.00
P052,C024,T_TTH_1430_1550,R_SMI_120,17.00
P055,C024,T_TTH_1430_1550,R_SMI_120,17.00
P056,C024,T_TTH_1430_1550,R_SMI_120,17.00
P057,C024,T_TTH_1430_1550,R_SMI_120,14.00
P058,C024,T_TTH_1430_1550,R_SMI_120,15.00
P060,C024,T_TTH_1430_1550,R_SMI_120,17.00
P062,C024,T_TTH_1430_1550,R_SMI_120,17.00
P063,C024,T_TTH_1430_1550,R_SMI_120,17.00
P064,C024,T_TTH_1430_1550,R_SMI_120,17.00
P071,C024,T_TTH_1430_1550,R_SMI_120,14.00
P074,C024,T_TTH_1430_1550,R_SMI_120,17.00
P093,C024,T_TTH_1430_1550,R_SMI_120,15.00
P002,C025,T_MWF_1030_1120,R_MGH_389,16.00
P010,C025,T_MWF_1030_1120,R_MGH_389,17.00
P012,C025,T_MWF_1030_1120,R_MGH_389,17.00
P013,C025,T_MWF_1030_1120,R_MGH_389,16.00
P039,C025,T_MWF_1030_1120,R_MGH_389,17.00
P040,C025,T_MWF_1030_1120,R_MGH_389,17.00
P041,C025,T_MWF_1030_1120,R_MGH_389,18.00
P050,C025,T_MWF_1030_1120,R_MGH_389,18.00
P052,C025,T_MWF_1030_1120,R_MGH_389,18.00
P055,C025,T_MWF_1030_1120,R_MGH_389,18.00
P056,C025,T_MWF_1030_1120,R_MGH_389,17.00
P057,C025,T_MWF_1030_1120,R_MGH_389,17.00
P058,C025,T_MWF_1030_1120,R_MGH_389,17.00
P060,C025,T_MWF_1030_1120,R_MGH_389,18.00
P062,C025,T_MWF_1030_1120,R_MGH_389,18.00
P063,C025,T_MWF_1030_1120,R_MGH_389,16.00
P064,C025,T_MWF_1030_1120,R_MGH_389,18.00
P071,C025,T_MWF_1030_1120,R_MGH_389,18.00
P074,C025,T_MWF_1030_1120,R_MGH_389,16.00
P093,C025,T_MWF_1030_1120,R_MGH_389,16.00
P002,C026,T_MWF_1230_1320,R_KNE_210,12.00
P010,C026,T_MWF_1230_1320,R_KNE_210,13.00
P012,C026,T_MWF_1230_1320,R_KNE_210,12.00
P013,C026,T_MWF_1230_1320,R_KNE_210,12.00
P039,C026,T_MWF_1230_1320,R_KNE_210,11.00
P040,C026,T_MWF_1230_1320,R_KNE_210,13.00
P041,C026,T_MWF_1230_1320,R_KNE_210,12.00
P050,C026,T_MWF_1230_1320,R_KNE_210,12.00
P052,C026,T_MWF_1230_1320,R_KNE_210,13.00
P055,C026,T_MWF_1230_1320,R_KNE_210,13.00
P056,C026,T_MWF_1230_1320,R_KNE_210,13.00
P057,C026,T_MWF_1230_1320,R_KNE_210,11.00
P058,C026,T_MWF_1230_1320,R_KNE_210,12.00
P060,C026,T_MWF_1230_1320,R_KNE_210,13.00
P062,C026,T_MWF_1230_1320,R_KNE_210,13.00
P063,C026,T_MWF_1230_1320,R_KNE_210,12.00
P064,C026,T_MWF_1230_1320,R_KNE_210,13.00
P071,C026,T_MWF_1230_1320,R_KNE_210,12.00
P074,C026,T_MWF_1230_1320,R_KNE_210,12.00
P093,C026,T_MWF_1230_1320,R_KNE_210,13.00
P002,C027,T_MWF_1230_1320,R_KNE_210,12.00
P010,C027,T_MWF_1230_1320,R_KNE_210,13.00
P012,C027,T_MWF_1230_1320,R_KNE_210,12.00
P013,C027,T_MWF_1230_1320,R_KNE_210,12.00
P039,C027,T_MWF_1230_1320,R_KNE_210,11.00
P040,C027,T_MWF_1230_1320,R_KNE_210,13.00
P041,C027,T_MWF_1230_1320,R_KNE_210,12.00
P050,C027,T_MWF_1230_1320,R_KNE_210,12.00
P052,C027,T_MWF_1230_1320,R_KNE_210,13.00
P055,C027,T_MWF_1230_1320,R_KNE_210,13.00
P056,C027,T_MWF_1230_1320,R_KNE_210,13.00
P057,C027,T_MWF_1230_1320,R_KNE_210,11.00
P058,C027,T_MWF_1230_1320,R_KNE_210,12.00
P060,C027,T_MWF_1230_1320,R_KNE_210,13.00
P062,C027,T_MWF_1230_1320,R_KNE_210,13.00
P063,C027,T_MWF_1230_1320,R_KNE_210,12.00
P064,C027,T_MWF_1230_1320,R_KNE_210,13.00
P071,C027,T_MWF_1230_1320,R_KNE_210,12.00
P074,C027,T_MWF_1230_1320,R_KNE_210,12.00
P093,C027,T_MWF_1230_1320,R_KNE_210,13.00
P004,C028,T_TTH_0830_0950,R_MUE_153,13.00
P006,C028,T_TTH_0830_0950,R_MUE_153,13.00
P012,C028,T_TTH_0830_0950,R_MUE_153,12.00
P013,C028,T_TTH_0830_0950,R_MUE_153,12.00
P015,C028,T_TTH_0830_0950,R_MUE_153,15.00
P035,C028,T_TTH_0830_0950,R_MUE_153,13.00
P039,C028,T_TTH_0830_0950,R_MUE_153,14.00
P040,C028,T_TTH_0830_0950,R_MUE_153,11.00
P041,C028,T_TTH_0830_0950,R_MUE_153,11.00
P050,C028,T_TTH_0830_0950,R_MUE_153,14.00
P055,C028,T_TTH_0830_0950,R_MUE_153,13.00
P057,C028,T_TTH_0830_0950,R_MUE_153,14.00
P058,C028,T_TTH_0830_0950,R_MUE_153,14.00
P059,C028,T_TTH_0830_0950,R_MUE_153,14.00
P062,C028,T_TTH_0830_0950,R_MUE_153,13.00
P063,C028,T_TTH_0830_0950,R_MUE_153,11.00
P064,C028,T_TTH_0830_0950,R_MUE_153,13.00
P068,C028,T_TTH_0830_0950,R_MUE_153,14.00
P070,C028,T_TTH_0830_0950,R_MUE_153,13.00
P071,C028,T_TTH_0830_0950,R_MUE_153,14.00
P074,C028,T_TTH_0830_0950,R_MUE_153,12.00
P075,C028,T_TTH_0830_0950,R_MUE_153,11.00
P077,C028,T_TTH_0830_0950,R_MUE_153,13.00
P084,C028,T_TTH_0830_0950,R_MUE_153,14.00
P092,C028,T_TTH_0830_0950,R_MUE_153,11.00
P093,C028,T_TTH_0830_0950,R_MUE_153,15.00
P097,C028,T_TTH_0830_0950,R_MUE_153,13.00
P098,C028,T_TTH_0830_0950,R_MUE_153,13.00
P101,C028,T_TTH_0830_0950,R_MUE_153,14.00
P102,C028,T_TTH_0830_0950,R_MUE_153,13.00
P104,C028,T_TTH_0830_0950,R_MUE_153,12.00
P001,C029,T_MW_1000_1120,R_KNE_210,9.00
P003,C029,T_MW_1000_1120,R_KNE_210,9.00
P004,C029,T_MW_1000_1120,R_KNE_210,9.00
P008,C029,T_MW_1000_1120,R_KNE_210,9.00
P012,C029,T_MW_1000_1120,R_KNE_210,8.00
P015,C029,T_MW_1000_1120,R_KNE_210,9.00
P017,C029,T_MW_1000_1120,R_KNE_210,9.00
P020,C029,T_MW_1000_1120,R_KNE_210,8.00
P022,C029,T_MW_1000_1120,R_KNE_210,7.00
P026,C029,T_MW_1000_1120,R_KNE_210,7.00
P027,C029,T_MW_1000_1120,R_KNE_210,9.00
P029,C029,T_MW_1000_1120,R_KNE_210,8.00
P034,C029,T_MW_1000_1120,R_KNE_210,7.00
P039,C029,T_MW_1000_1120,R_KNE_210,7.00
P040,C029,T_MW_1000_1120,R_KNE_210,9.00
P041,C029,T_MW_1000_1120,R_KNE_210,9.00
P048,C029,T_MW_1000_1120,R_KNE_210,8.00
P050,C029,T_MW_1000_1120,R_KNE_210,8.00
P055,C029,T_MW_1000_1120,R_KNE_210,9.00
P057,C029,T_MW_1000_1120,R_KNE_210,9.00
P058,C029,T_MW_1000_1120,R_KNE_210,9.00
P059,C029,T_MW_1000_1120,R_KNE_210,9.00
P062,C029,T_MW_1000_1120,R_KNE_210,9.00
P063,C029,T_MW_1000_1120,R_KNE_210,9.00
P064,C029,T_MW_1000_1120,R_KNE_210,9.00
P068,C029,T_MW_1000_1120,R_KNE_210,9.00
P071,C029,T_MW_1000_1120,R_KNE_210,8.00
P074,C029,T_MW_1000_1120,R_KNE_210,8.00
P075,C029,T_MW_1000_1120,R_KNE_210,9.00
P077,C029,T_MW_1000_1120,R_KNE_210,9.00
P092,C029,T_MW_1000_1120,R_KNE_210,8.00
P093,C029,T_MW_1000_1120,R_KNE_210,7.00
P094,C029,T_MW_1000_1120,R_KNE_210,8.00
P097,C029,T_MW_1000_1120,R_KNE_210,8.00
P101,C029,T_MW_1000_1120,R_KNE_210,8.00
P001,C030,T_MWF_1530_1620,R_MUE_153,13.00
P003,C030,T_MWF_1530_1620,R_MUE_153,12.00
P004,C030,T_MWF_1530_1620,R_MUE_153,12.00
P008,C030,T_MWF_1530_1620,R_MUE_153,13.00
P012,C030,T_MWF_1530_1620,R_MUE_153,14.00
P015,C030,T_MWF_1530_1620,R_MUE_153,13.00
P017,C030,T_MWF_1530_1620,R_MUE_153,13.00
P020,C030,T_MWF_1530_1620,R_MUE_153,13.00
P022,C030,T_MWF_1530_1620,R_MUE_153,14.00
P026,C030,T_MWF_1530_1620,R_MUE_153,13.00
P027,C030,T_MWF_1530_1620,R_MUE_153,11.00
P029,C030,T_MWF_1530_1620,R_MUE_153,13.00
P034,C030,T_MWF_1530_1620,R_MUE_153,13.00
P039,C030,T_MWF_1530_1620,R_MUE_153,12.00
P040,C030,T_MWF_1530_1620,R_MUE_153,13.00
P041,C030,T_MWF_1530_1620,R_MUE_153,14.00
P048,C030,T_MWF_1530_1620,R_MUE_153,11.00
P050,C030,T_MWF_1530_1620,R_MUE_153,12.00
P055,C030,T_MWF_1530_1620,R_MUE_153,12.00
P057,C030,T_MWF_1530_1620,R_MUE_153,12.00
P058,C030,T_MWF_1530_1620,R_MUE_153,11.00
P059,C030,T_MWF_1530_1620,R_MUE_153,12.00
P062,C030,T_MWF_1530_1620,R_MUE_153,13.00
P063,C030,T_MWF_1530_1620,R_MUE_153,13.00
P064,C030,T_MWF_1530_1620,R_MUE_153,12.00
P068,C030,T_MWF_1530_1620,R_MUE_153,10.00
P071,C030,T_MWF_1530_1620,R_MUE_153,12.00
P074,C030,T_MWF_1530_1620,R_MUE_153,14.00
P075,C030,T_MWF_1530_1620,R_MUE_153,12.00
P077,C030,T_MWF_1530_1620,R_MUE_153,13.00
P092,C030,T_MWF_1530_1620,R_MUE_153,13.00
P093,C030,T_MWF_1530_1620,R_MUE_153,11.00
P094,C030,T_MWF_1530_1620,R_MUE_153,11.00
P097,C030,T_MWF_1530_1620,R_MUE_153,14.00
P101,C030,T_MWF_1530_1620,R_MUE_153,13.00
P004,C031,T_MWF_1330_1420,R_OTB_014,16.00
P005,C031,T_MWF_1330_1420,R_OTB_014,16.00
P008,C031,T_MWF_1330_1420,R_OTB_014,18.00
P010,C031,T_MWF_1330_1420,R_OTB_014,17.00
P012,C031,T_MWF_1330_1420,R_OTB_014,17.00
P017,C031,T_MWF_1330_1420,R_OTB_014,17.00
P018,C031,T_MWF_1330_1420,R_OTB_014,16.00
P020,C031,T_MWF_1330_1420,R_OTB_014,17.00
P021,C031,T_MWF_1330_1420,R_OTB_014,15.00
P022,C031,T_MWF_1330_1420,R_OTB_014,18.00
P026,C031,T_MWF_1330_1420,R_OTB_014,17.00
P027,C031,T_MWF_1330_1420,R_OTB_014,15.00
P028,C031,T_MWF_1330_1420,R_OTB_014,16.00
P029,C031,T_MWF_1330_1420,R_OTB_014,17.00
P032,C031,T_MWF_1330_1420,R_OTB_014,14.00
P039,C031,T_MWF_1330_1420,R_OTB_014,15.00
P040,C031,T_MWF_1330_1420,R_OTB_014,17.00
P041,C031,T_MWF_1330_1420,R_OTB_014,17.00
P042,C031,T_MWF_1330_1420,R_OTB_014,18.00
P047,C031,T_MWF_1330_1420,R_OTB_014,17.00
P049,C031,T_MWF_1330_1420,R_OTB_014,17.00
P050,C031,T_MWF_1330_1420,R_OTB_014,15.00
P051,C031,T_MWF_1330_1420,R_OTB_014,17.00
P053,C031,T_MWF_1330_1420,R_OTB_014,17.00
P055,C031,T_MWF_1330_1420,R_OTB_014,17.00
P057,C031,T_MWF_1330_1420,R_OTB_014,16.00
P058,C031,T_MWF_1330_1420,R_OTB_014,14.00
P061,C031,T_MWF_1330_1420,R_OTB_014,17.00
P062,C031,T_MWF_1330_1420,R_OTB_014,17.00
P063,C031,T_MWF_1330_1420,R_OTB_014,18.00
P064,C031,T_MWF_1330_1420,R_OTB_014,17.00
P071,C031,T_MWF_1330_1420,R_OTB_014,15.00
P072,C031,T_MWF_1330_1420,R_OTB_014,15.00
P074,C031,T_MWF_1330_1420,R_OTB_014,17.00
P078,C031,T_MWF_1330_1420,R_OTB_014,15.00
P085,C031,T_MWF_1330_1420,R_OTB_014,17.00
P087,C031,T_MWF_1330_1420,R_OTB_014,18.00
P091,C031,T_MWF_1330_1420,R_OTB_014,18.00
P093,C031,T_MWF_1330_1420,R_OTB_014,15.00
P094,C031,T_MWF_1330_1420,R_OTB_014,14.00
P100,C031,T_MWF_1330_1420,R_OTB_014,18.00
P004,C032,T_MWF_1330_1420,R_MGH_389,16.00
P005,C032,T_MWF_1330_1420,R_MGH_389,16.00
P008,C032,T_MWF_1330_1420,R_MGH_389,18.00
P010,C032,T_MWF_1330_1420,R_MGH_389,17.00
P012,C032,T_MWF_1330_1420,R_MGH_389,17.00
P017,C032,T_MWF_1330_1420,R_MGH_389,17.00
P018,C032,T_MWF_1330_1420,R_MGH_389,16.00
P020,C032,T_MWF_1330_1420,R_MGH_389,17.00
P021,C032,T_MWF_1330_1420,R_MGH_389,15.00
P022,C032,T_MWF_1330_1420,R_MGH_389,18.00
P026,C032,T_MWF_1330_1420,R_MGH_389,17.00
P027,C032,T_MWF_1330_1420,R_MGH_389,15.00
P028,C032,T_MWF_1330_1420,R_MGH_389,16.00
P029,C032,T_MWF_1330_1420,R_MGH_389,17.00
P032,C032,T_MWF_1330_1420,R_MGH_389,14.00
P039,C032,T_MWF_1330_1420,R_MGH_389,15.00
P040,C032,T_MWF_1330_1420,R_MGH_389,17.00
P041,C032,T_MWF_1330_1420,R_MGH_389,17.00
P042,C032,T_MWF_1330_1420,R_MGH_389,18.00
P047,C032,T_MWF_1330_1420,R_MGH_389,17.00
P049,C032,T_MWF_1330_1420,R_MGH_389,17.00
P050,C032,T_MWF_1330_1420,R_MGH_389,15.00
P051,C032,T_MWF_1330_1420,R_MGH_389,17.00
P053,C032,T_MWF_1330_1420,R_MGH_389,17.00
P055,C032,T_MWF_1330_1420,R_MGH_389,17.00
P057,C032,T_MWF_1330_1420,R_MGH_389,16.00
P058,C032,T_MWF_1330_1420,R_MGH_389,14.00
P061,C032,T_MWF_1330_1420,R_MGH_389,17.00
P062,C032,T_MWF_1330_1420,R_MGH_389,17.00
P063,C032,T_MWF_1330_1420,R_MGH_389,18.00
P064,C032,T_MWF_1330_1420,R_MGH_389,17.00
P071,C032,T_MWF_1330_1420,R_MGH_389,15.00
P072,C032,T_MWF_1330_1420,R_MGH_389,15.00
P074,C032,T_MWF_1330_1420,R_MGH_389,17.00
P078,C032,T_MWF_1330_1420,R_MGH_389,15.00
P085,C032,T_MWF_1330_1420,R_MGH_389,17.00
P087,C032,T_MWF_1330_1420,R_MGH_389,18.00
P091,C032,T_MWF_1330_1420,R_MGH_389,18.00
P093,C032,T_MWF_1330_1420,R_MGH_389,15.00
P094,C032,T_MWF_1330_1420,R_MGH_389,14.00
P100,C032,T_MWF_1330_1420,R_MGH_389,18.00
P004,C033,T_MW_1430_1550,R_OTB_014,15.00
P012,C033,T_MW_1430_1550,R_OTB_014,17.00
P015,C033,T_MW_1430_1550,R_OTB_014,16.00
P039,C033,T_MW_1430_1550,R_OTB_014,15.00
P040,C033,T_MW_1430_1550,R_OTB_014,18.00
P041,C033,T_MW_1430_1550,R_OTB_014,18.00
P050,C033,T_MW_1430_1550,R_OTB_014,15.00
P055,C033,T_MW_1430_1550,R_OTB_014,16.00
P057,C033,T_MW_1430_1550,R_OTB_014,14.00
P058,C033,T_MW_1430_1550,R_OTB_014,15.00
P059,C033,T_MW_1430_1550,R_OTB_014,15.00
P062,C033,T_MW_1430_1550,R_OTB_014,17.00
P063,C033,T_MW_1430_1550,R_OTB_014,17.00
P064,C033,T_MW_1430_1550,R_OTB_014,17.00
P068,C033,T_MW_1430_1550,R_OTB_014,16.00
P069,C033,T_MW_1430_1550,R_OTB_014,14.00
P071,C033,T_MW_1430_1550,R_OTB_014,16.00
P074,C033,T_MW_1430_1550,R_OTB_014,18.00
P077,C033,T_MW_1430_1550,R_OTB_014,18.00
P092,C033,T_MW_1430_1550,R_OTB_014,19.00
P093,C033,T_MW_1430_1550,R_OTB_014,15.00
P097,C033,T_MW_1430_1550,R_OTB_014,18.00
P101,C033,T_MW_1430_1550,R_OTB_014,16.00
P004,C034,T_TTH_1300_1420,R_MGH_389,10.00
P006,C034,T_TTH_1300_1420,R_MGH_389,13.00
P012,C034,T_TTH_1300_1420,R_MGH_389,14.00
P013,C034,T_TTH_1300_1420,R_MGH_389,13.00
P015,C034,T_TTH_1300_1420,R_MGH_389,14.00
P035,C034,T_TTH_1300_1420,R_MGH_389,12.00
P037,C034,T_TTH_1300_1420,R_MGH_389,12.00
P039,C034,T_TTH_1300_1420,R_MGH_389,11.00
P040,C034,T_TTH_1300_1420,R_MGH_389,13.00
P041,C034,T_TTH_1300_1420,R_MGH_389,14.00
P045,C034,T_TTH_1300_1420,R_MGH_389,12.00
P050,C034,T_TTH_1300_1420,R_MGH_389,10.00
P055,C034,T_TTH_1300_1420,R_MGH_389,13.00
P057,C034,T_TTH_1300_1420,R_MGH_389,12.00
P058,C034,T_TTH_1300_1420,R_MGH_389,10.00
P059,C034,T_TTH_1300_1420,R_MGH_389,12.00
P062,C034,T_TTH_1300_1420,R_MGH_389,14.00
P063,C034,T_TTH_1300_1420,R_MGH_389,14.00
